GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	DAY	MONTH	YEAR	TIME_PRECISION	Event Type	Actor	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECIS	SOURCE	Notes	Fatalities
475	2722NIG           	47018	20 August 2010	20	8	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Delta	Ughelli North		Delta	5.500000	6.000000	3	Agence France Presse	A group of Nigerian women in the country's oil-rich south said Friday they had blocked access to a Chevron natural gas pipeline to protest poor living conditions in their community.	0
475	2723NIG           	47019	20 August 2010	20	8	2010	2	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Lagos	LagosIsland		Lagos City	6.453060	3.395830	1	All Africa	"The forceful repossession of residential schemes at the Federal Housing Authority Estate has led to several reports of unidentified armed thugs harrassing, attacking nad beating civilians."	0
475	2724NIG           	47024	21 August 2010	21	8	2010	1	Riots/Protests	Protesters (Nigeria)	RNI: Rebuilding Nigeria Initiative	6	Police Forces of Nigeria (2007-2010)		1	16	Nigeria	Katsina	Katsina (K)		Katsina City	12.989430	7.600630	1	BBC Monitoring Africa	A rally called by a group sympathetic to President Goodluck Jonathan's presidential bid was yesterday stopped by the Katsina State Police Command. The event was prevented as riot policemen barricaded the entrance to the office complex and drove both supporters and onlookers away from the area.	0
475	2725NIG           	47031	22 August 2010	22	8	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	PDP: People's Democratic Party	7	37	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	"Gunmen have abducted the 10-year-old son of a Nigerian politician planning to run for a seat in upcoming National Assembly elections. The boy, who was abducted from his home, is the son of Garba Dahiru, a former state finance commissioner planning to contest next year's elections under the ruling Peoples Democratic Party banner. "	0
475	2726NIG           	47034	23 August 2010	23	8	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Ekiti	Ado-Ekiti		Ado-Ekiti	7.621000	5.221500	1	All Africa	"For several hours the combined team of security operatives prevented the students of the University of Ado Ekiti, UNAD, from disrupting a public lecture organised by the university, as the students trooped out in large numbers protesting what they described as astronomical hike in school fees."	0
475	2727NIG           	47035	23 August 2010	23	8	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Niger	Chanchaga		Minna	9.613890	6.556940	1	All Africa	Over 200 women employed by a private environmental agency through the state government to provide cleaning services in the city took to the streets of Minna and marched to the Nigerian Television Authority (NTA) to protest against the non-payment of their salaries.	0
475	2728NIG           	47045	24 August 2010	24	8	2010	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Unidentified Armed Group (Nigeria)		3	33	Nigeria	Rivers	Port Harcourt		Port Harcourt	4.789170	6.998610	2	Reuters	"Soboma George, a one-time militant leader who accepted a government amnesty last year, was shot during a gunfight in the oil hub of Port Harcourt, the capital of Rivers state, before being taken away by gunmen. Security sources said George, who originally led a gang called the Outlaws and has a significant following in Rivers state, had been killed in the shootout."	1
475	2730NIG           	47054	25 August 2010	25	8	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.747000	11.960800	1	BBC Monitoring Africa	Members of the outlawed Boko Haram sect appeared to have resorted to guerrilla warfare as they waylaid and shot dead three policemen in Damaturu and Maiduguri.	1
475	2731NIG           	47055	25 August 2010	25	8	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	BBC Monitoring Africa	Members of the outlawed Boko Haram sect appeared to have resorted to guerrilla warfare as they waylaid and shot dead three policemen in Damaturu and Maiduguri.	2
475	2732NIG           	47056	25 August 2010	25	8	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Delta	Warri South		Warri	5.516670	5.750000	1	Agence France Presse	Shell has shut down an oil facility in southern Nigeria due to protests by a group of local women who claimed they were protesting against government's neglect of their community. Some women occupied and seized the flow station. 	0
475	2729NIG           	47053	25 August 2010	25	8	2010	1	Riots/Protests	Protesters (Nigeria)	PHCN: Power Holding Company of Nigeria	6			0	60	Nigeria	Federal Capital Territory	Bwari		Abuja	9.080000	7.530000	1	Agence France Presse	Electricity workers in Nigeria lauched an indefinite strike over wages in protest against government failure to pay the 150 percent salary increase and arrears.	0
475	2733NIG           	47070	26 August 2010	26	8	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Delta	Warri South		Warri	5.516670	5.750000	1	Agence France Presse	Shell has shut down an oil facility in southern Nigeria due to protests by a group of local women who claimed they were protesting against government's neglect of their community. Some women occupied and seized the flow station. 	0
475	2734NIG           	47075	27 August 2010	27	8	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	PDP: People's Democratic Party	7	37	Nigeria	Federal Capital Territory	Bwari		Abuja	9.080000	7.530000	1	Agence France Presse	"Tafawa Balewa, the head of a prominent support group for President Goodluck Jonathan, was abducted by unknown gunmen and taken to a forest in Katampe area on the outskirts of Abuja. "	0
475	2735NIG           	47083	29 August 2010	29	8	2010	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Federal Capital Territory	Bwari		Abuja	9.080000	7.530000	1	Agence France Presse	"Police engaged in a gunfight with abductors of the prominent PDP supporter, Tafawa Balewa, to secure his release. A number of suspects were wounded in the exchange of fire. "	0
475	2736NIG           	47084	29 August 2010	29	8	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	AC: Action Congress Militia 	7	37	Nigeria	Edo	Ikpoba-Okha		Benin City	6.317600	5.614500	1	Agence France Presse	"Gunmen have kidnapped an Action Congress politician in southern Nigeria months ahead of elections. Abel Oshevire, a member of the Delta State parliament and a former editor with influential newspaper The Guardian, was abducted by three gunmen from Benin City."	0
475	2737NIG           	47092	30 August 2010	30	8	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	ANPP: All Nigeria People's Party	7	37	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	Gunmen have shot and critically wounded two aides to a governor in northern Nigeria. A security aide and a political assistant to Bauchi state governor Isa Yuguda were shot by gunmen at separate locations	0
475	2738NIG           	47093	30 August 2010	30	8	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	ANPP: All Nigeria People's Party	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Gunmen have shot and critically wounded two aides to a governor in northern Nigeria. A security aide and a political assistant to Bauchi state governor Isa Yuguda were shot by gunmen at separate locations. One aide was killed.	1
475	2739NIG           	47143	05 September 2010	5	9	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Konduga		Bama	11.518330	13.689170	1	Agence France Presse	"Suspected members of an Islamist sect that launched an uprising last year have killed a retired police officer in a hit-and-run shooting. Motorcycle-riding gunmen opened fire on the victims in three separate incidents on Sunday, including in Bama outside Maiduguri, where the retired officer was killed."	1
475	2741NIG           	47145	05 September 2010	5	9	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Suspected members of an Islamist sect that launched an uprising last year have wounded five people in hit-and-run shootings. Motorcycle-riding gunmen opened fire on the victims in three separate incidents on Sunday in the northern city of Maiduguri.	0
475	2740NIG           	47144	05 September 2010	5	9	2010	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Kano	Nassaraw		Kano City	12.000120	8.528800	1	All Africa	"A protest by youths from across the 36 states demanding the ""unconditional release"" of Major Hamza Al-Mustapha yesterday grinded Kano to a standstill, with hundreds of protesters calling on President Goodluck Jonathan to wade into the case of Al-Mustapha and end his continued detention."	0
475	2742NIG           	47157	06 September 2010	6	9	2010	1	Riots/Protests	Protesters (Nigeria)	ASUU: Academic Staff Union of Universities	6	Police Forces of Nigeria (2007-2010)		1	16	Nigeria	Enugu	Enugu North		Enugu City	6.433300	7.483330	1	All Africa	Heavily armed policemen numbering over 200 yesterday disrupted a peaceful demonstration embarked upon by the Academic Staff Union of Universities (ASUU) with dogs.	0
475	2743NIG           	47170	07 September 2010	7	9	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2010-)	Prison Guards (Nigeria)	1	13	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	Boko Haram attacked a prison in northern Nigeria in an attempt to free their comrades; over 700 inmates freed. No reports of casualty numbers.	0
475	2744NIG           	47171	07 September 2010	7	9	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	UP: Unity Party	7	37	Nigeria	Edo	Ikpoba-Okha		Benin City	6.317600	5.614500	1	All Africa	"Eighty seven year old Mrs Grace Obaretin Osakue, a former women leader of the defunct Unity Party of Nigeria (UPN) in the old Bendel State, was Tuesday killed by unknown gunmen in Benin City."	1
475	2745NIG           	47186	09 September 2010	9	9	2010	1	Riots/Protests	Protesters (Nigeria)	Christian Group (Nigeria)	6			0	60	Nigeria	Lagos	LagosIsland		Lagos City	6.453060	3.395830	1	Agence France Presse	Hundreds of Roman Catholics and pro-democracy activists staged a march to push for free and fair elections in Nigeria where polls have regularly been plagued by fraud	0
475	2746NIG           	47201	11 September 2010	11	9	2010	1	Riots/Protests	Protesters (Nigeria)	Civilians (Students)	6			0	60	Nigeria	Plateau	Jos North		Jos	9.916670	8.900000	1	All Africa	"Students of University of Jos (UNIJOS) at the weekend stormed the streets of Jos town to protest the controversial 10,000 developmental levy imposed by the school authorities."	0
475	2747NIG           	47216	13 September 2010	13	9	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Military Forces of Nigeria (1999-2007)	7	37	Nigeria	Kano	Nassaraw		Kano City	12.000120	8.528800	1	Agence France Presse	"Unknown attackers brandishing machetes stormed the home of a senior intelligence official and hacked him and four members of his family to death in an apparent targeted killing. Two other children managed to escape the attack, though one was wounded."	5
475	2748NIG           	47225	14 September 2010	14	9	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Economic and Financial Crimes Commission 	7	37	Nigeria	Kaduna	Kaduna South		Kaduna City	10.523060	7.440280	1	Associated Press	"A spokesman for the nation's Economic and Financial Crimes Commission said Tuesday that one of its senior officers was killed in nearby Kaduna, but offered no other details."	1
475	2750NIG           	47289	21 September 2010	21	9	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	"Islamists killed two people in northern Nigeria. From eyewitness accounts, the modus operandi of the attackers was similar to that applied in previous attacks. The fact that the assailants came on a motorbike, opened fire on their victims and sped away gives rise to some suspicion that the attackers were Boko Haram members."	2
475	2749NIG           	47288	21 September 2010	21	9	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Cross River	Calabar		Calabar	4.950000	8.316670	2	Dow Jones	"French oil services company Bourbon SA (GBB.FR) confirmed that three employees, all French and crew members of one of its vessels Bourbon Alexandre sailing off the Nigerian coast, have been kidnapped following an attack on the ship. A fourth Thai crew member was later confirmed among the abducted."	0
475	2751NIG           	47329	27 September 2010	27	9	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Abia	Umuahia North		Umuahia	5.533330	7.483330	1	Reuters	"Gunman have hijacked a school bus in Nigeria's Abia state, on the fringes of the oil-producing Niger Delta, and kidnapped 15 children, demanding ransom for their release."	0
475	2752NIG           	47353	01 October 2010	1	10	2010	1	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta		2	Civilians (Nigeria)		7	27	Nigeria	Federal Capital Territory	Bwari		Abuja	9.080000	7.530000	1	Reuters	Nigerian police confirmed on Friday that two blasts in the capital near an official independence day celebration were caused by car bombs which killed 12 people.	12
475	2753NIG           	47372	06 October 2010	6	10	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	ANPP: All Nigeria People's Party	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	"Gunmen attacked the home of Ali Modu, the speaker of the Borno state House of Assembly in a suburb of Maiduguri and killed a security guard."	1
475	2754NIG           	47373	06 October 2010	6	10	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	ANPP: All Nigeria People's Party	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Gunmen suspected to be members of the Boko Haram sect gained access to the home of a national vice chairman of the All Nigeria Peoples Party (ANPP) in Maiduguri and killed him.	1
475	2755NIG           	47382	07 October 2010	7	10	2010	1	Riots/Protests	Rioters (Nigeria)	Prisoners (Nigeria)	5			0	50	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	Hundreds of inmates at a Nigerian prison rioted over their exclusion from a government amnesty; over 200 prisoners at the jail in northern Nigeria's Bauchi state went on the rampage protesting their non-inclusion in a pardon scheme and torched a section of the prison.	0
475	2756NIG           	47392	09 October 2010	9	10	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Muslim Group (Nigeria)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Two gunmen on a motorcycle shot dead outspoken clericc Bashir Kashara outside his house in the heart of Maiduguri city.	1
475	2757NIG           	47400	11 October 2010	11	10	2010	1	Battle-No change of territory	Muslim Militia (Nigeria)		4	Police Forces of Nigeria (2007-2010)		1	14	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Suspected Islamists have attacked and torched a police station in northern Nigeria. Two policemen have been injured in the shootout and are receiving treatment in hospital. 	0
475	2758NIG           	47410	13 October 2010	13	10	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Police Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Motorcycle-riding gunmen have killed a police officer guarding a state official's house in northern Nigeria. 	1
475	2759NIG           	47418	14 October 2010	14	10	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	"Gunmen killed two policemen manning a checkpoint in northern Nigeria in the latest in a wave of such shootings that have raised alarm over rebels from an Islamist sect. The attack led authorities to announce that they were banning the night-time use of motorcycles in the city of Bauchi, where the shootings occurred."	2
475	2760NIG           	47492	19 October 2010	19	10	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Islamist sect members have killed an off-duty policeman on the outskirts of Maiduguri. Motorcycle-riding gunmen killed the officer on Tuesday night as he was walking home.	1
475	2761NIG           	47517	22 October 2010	22	10	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Bauchi	Bauchi		Bauchi	10.315830	9.844170	1	Agence France Presse	"Gunmen suspected of being members of Boko Haram Islamist sect have shot dead a local chief in northern Nigeria. Tukur Ahmad, a neighbourhood chief in northern city of Bauchi was killed by two unidentified gunmen outside his house Friday night shortly after attending Muslim prayers in a nearby mosque."	1
475	2762NIG           	47539	24 October 2010	24	10	2010	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Gulani		Bara	11.000000	11.716667	1	Reuters	"Suspected members of a radical Islamist sect in northern Nigeria firebombed a police station over the weekend, leading to a gun fight in which at least one person was killed."	1
475	2763NIG           	47540	24 October 2010	24	10	2010	1	Battle-No change of territory	Nsadop Communal Militia (Nigeria)		4	Boje Communal Militia (Somalia)		4	44	Nigeria	Cross River	Boki		Boki	6.250000	9.033330	3	Agence France Presse	The fighting over land erupted on Sunday and got to a peak on Monday. Armed policemen and soldiers were drafted to the scene to restore peace. Security agents have managed to restore calm to the feuding Nsadop and Boje communities. 	6
475	2765NIG           	47551	25 October 2010	25	10	2010	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2007-2010)		1			0	10	Nigeria	Cross River	Boki		Boki	6.250000	9.033330	3	Agence France Presse	Fighting between rival communal militias in Boki District was brought under control after the deployment of military forces to the area to restore calm. 	0
475	2766NIG           	47552	25 October 2010	25	10	2010	1	Battle-No change of territory	Nsadop Communal Militia (Nigeria)		4	Boje Communal Militia (Somalia)		4	44	Nigeria	Cross River	Boki		Boki	6.250000	9.033330	3	Agence France Presse	The fighting over land erupted on Sunday and got to a peak on Monday. Armed policemen and soldiers were drafted to the scene to restore peace. Security agents have managed to restore calm to the feuding Nsadop and Boje communities. 	7
475	2764NIG           	47550	25 October 2010	25	10	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Bayelsa	Southern Ijaw		Bayelsa State	4.750000	6.083330	2	BBC Monitoring Africa	Pirates operating along the Bayelsa Waterways on 25 October attacked a passenger boat killing four persons and injuring several others.	4
475	2767NIG           	47561	26 October 2010	26	10	2010	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)	Christian Group (Nigeria)	7	47	Nigeria	Plateau	Jos North		Jos	9.916670	8.900000	1	Reuters	Attackers armed with machetes killed six people in a village in central Nigeria. Herdsmen thought to be from the mostly Muslim Hausa-Fulani ethnic group raided the small Christian village of Rawhinku. Some 10km east of Jos. 	6
475	2768NIG           	47624	03 November 2010	3	11	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Anambra	Anambra East		Asaba	6.183330	6.750000	1	Agence France Presse	A blast rocked a government lodge located near a state headquarters in southern Nigeria's restive oil producing Niger Delta. No casualties were reported in the explosion. No group has claimed responsibility for the attack.	0
475	2769NIG           	47657	07 November 2010	7	11	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Muslim Group (Nigeria)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	"A suspected member of Islamist sect, Boko Haram, tried to shoot a local traditional leader at his house in Maiduguri. The local chief in the city of Maiduguri managed to wrestle the assailant, who was armed with a Kalashnikov rifle, and overpower him before he was able to open fire."	0
475	2770NIG           	47668	08 November 2010	8	11	2010	1	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta		2	Civilians (International)		7	27	Nigeria	Akwa Ibom	Uyo		Akwa Ibom State	5.000000	7.833330	1	Agence France Presse	"An oil rig was attacked off Nigeria and five ex-patriate crew members are believed to have been taken hostage (French, American, Canadian). Two crew members are stable after receiving wounds to the leg, and have been evacuated by helicopter to a shore-based clinic. The Okoro field is located some 12 kilometres (eight miles) off the coast off Nigeria's Akwa Ibom state. MEND later claimed responsibility for the attack. "	0
475	2771NIG           	47669	08 November 2010	8	11	2010	1	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta		2	Civilians (International)		7	27	Nigeria	Enugu	Udenu		Obolo	6.911667	7.513056	1	Agence France Presse	Gunmen in Nigeria on Monday kidnapped two Indonesians and also shot and injured two other people in a village in southern Akwa Ibom State. MEND later claimed responsibility for the attack. 	0
475	2772NIG           	47695	11 November 2010	11	11	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	PDP: People's Democratic Party	7	37	Nigeria	Bayelsa	Kolokuma/Opokuma		Opokuma	5.133333	6.300000	1	Reuters	Gunmen armed with explosives have attacked the home of Nigerian President Goodluck Jonathan's top adviser in Bayelsa State. The gunmen attacked with dynamite and guns. No casualties reported.	0
475	2773NIG           	47715	13 November 2010	13	11	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	"Two motorcycle-riding gunmen suspected of belonging to the Boko Haram sect shot dead an off-duty soldier who was recovering from an undisclosed illness, and also shot and wounded his friend in Zinnari district of Maiduguri in the early hours of Saturday morning. "	1
475	2774NIG           	47716	13 November 2010	13	11	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Rivers	Port Harcourt		Port Harcourt	4.789170	6.998610	2	Agence France Presse	"Gunmen burst into a burial vigil outside Nigeria's oil city of Port Harcourt, firing shots and kidnapping four people. The gunmen shot sporadically and made away with four men."	0
475	2775NIG           	47724	14 November 2010	14	11	2010	1	Violence against civilians	MEND: Movement for the Emancipation of the Niger Delta		2	Civilians (Nigeria)		7	27	Nigeria	Akwa Ibom	Mbo		Ibeno	4.650000	8.333330	1	Agence France Presse	Gunmen attacked an offshore facility operated by US oil giant Exxon Mobil off the coast of southern Nigeria. Eight Nigerian workers were kidnapped. MEND later claimed responsibility for the attack. 	0
475	2776NIG           	47805	17 November 2010	17	11	2010	1	Battle-No change of territory	Military Forces of Nigeria (2007-2010)		1	MEND: Movement for the Emancipation of the Niger Delta		2	12	Nigeria	Akwa Ibom	Uyo		Akwa Ibom State	5.000000	7.833330	1	Dow Jones	"The Nigerian military carried out an offensive on rebel groups based in the Niger Delta, freeing 19 hostages abducted in the previous weeks. "	0
475	2777NIG           	47819	18 November 2010	18	11	2010	1	Battle-No change of territory	MEND: Movement for the Emancipation of the Niger Delta		2	Military Forces of Nigeria (2007-2010) Joint Task Force		1	12	Nigeria	Delta	Burutu		Ayakoromo	5.316700	5.750000	1	BBC Monitoring Africa	"MEND issued a claim that it had ambushed the convoy of Nigerian Army gunboats at Ayakoromo, Delta State, killing 10 soldiers and injuring 18 others."	10
475	2778NIG           	47828	19 November 2010	19	11	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Muslim Group (Nigeria)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	"Suspected Boko Haram members opened fire on worshippers at a Wahabi mosque in Maiduguri shortly before Friday prayers, killing three, including a young boy. The Boko Haram sect considers Saudi-inclined Wahabi Muslims to be heretics for their vehement opposition to Boko Haram's ideology of violence and its aversion to Western education."	3
475	2779NIG           	47838	21 November 2010	21	11	2010	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010) Joint Task Force		1	13	Nigeria	Yobe	Fune		Jajere	11.979700	11.444300	1	Agence France Presse	Suspected members of Islamist sect Boko Haram ambushed a military patrol in the flashpoint northern Nigerian city of Maiduguri. One soldier was wounded in the shoot-out that took place Sunday night in the Jajere area of Maiduguri.	0
475	2780NIG           	47849	22 November 2010	22	11	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Lagos	LagosIsland		Lagos City	6.453060	3.395830	1	Agence France Presse	"Pirates on Monday attacked a Russian-owned oil tanker off the coast of Nigeria but left the vessel without causing significant damage. The vessel was attacked as it was on approach to the port of Lagos. Ten armed men boarded the vessel, clearly with the aim of robbery and opened fire from automatic weapons. One member of the crew was wounded."	0
475	2781NIG           	47862	23 November 2010	23	11	2010	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Police Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Gunmen suspected of being members of Boko Haram Islamist sect have shot dead two off-duty policemen in Bulunkutu area of Maiduguri while waiting to board a bus home after work. The two policemen were killed by four gunmen who fired at them from inside a car before speeding off.	2
475	2782NIG           	47920	28 November 2010	28	11	2010	1	Riots/Protests	Protesters (Nigeria)	NUPENG: National Union of Petroleum and Natural Gas Workers	6			0	60	Nigeria	Federal Capital Territory	Bwari		Abuja	9.080000	7.530000	1	BBC Monitoring Africa	Petroleum workers under the aegis of National Union of Petroleum and Natural Gas Workers (NUPENG) yesterday began a seven-day warning strike in protest at alleged maltreatment and killing of their members by the military.	0
475	2784NIG           	47951	01 December 2010	1	12	2010	1	Battle-Government regains territory	MEND: Movement for the Emancipation of the Niger Delta	NDLF: Niger Delta Liberation Force	2	Military Forces of Nigeria (2007-2010) Joint Task Force		1	12	Nigeria	Delta	Burutu		Ayakoromo	5.316700	5.750000	1	Agence France Presse	Nigeria's military said it had raided three camps run by suspected rebels in the southern Delta State in an attack that a militant group said had left more than 100 people dead.	108
475	2785NIG           	47952	01 December 2010	1	12	2010	1	Violence against civilians	Military Forces of Nigeria (2007-2010) Joint Task Force	NDLF: Niger Delta Liberation Force; MEND: Movement for the Emancipation of the Niger Delta	1	Civilians (Nigeria)		7	17	Nigeria	Delta	Burutu		Ayakoromo	5.316700	5.750000	1	Agence France Presse	Nigeria's military said it had raided three camps run by suspected rebels in the southern Delta State. Military later reported 6 civilians had been killed during the assault. 	6
475	2783NIG           	47950	01 December 2010	1	12	2010	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Abia	Aba North		Aba	5.116670	7.366670	1	Reuters	"An Egyptian contractor working for an energy services firm in Nigeria's Niger Delta was killed by gunmen on Wednesday. The gunmen attacked a convoy carrying several expatriates on the main road from Aba, the main commercial city in Abia state"	1
475	2786NIG           	47964	02 December 2010	2	12	2010	1	Battle-No change of territory	MEND: Movement for the Emancipation of the Niger Delta	NDLF: Niger Delta Liberation Force	2	Military Forces of Nigeria (2007-2010) Joint Task Force		1	12	Nigeria	Delta	Burutu		Ayakoromo	5.316700	5.750000	1	Agence France Presse	"The Nigerian military continued its pursuit of suspected rebels in the Southern Delta, targeting MEND and NDLF forces. "	0
475	2787NIG           	47978	03 December 2010	3	12	2010	1	Battle-No change of territory	MEND: Movement for the Emancipation of the Niger Delta	NDLF: Niger Delta Liberation Force	2	Military Forces of Nigeria (2007-2010) Joint Task Force		1	12	Nigeria	Delta	Burutu		Ayakoromo	5.316700	5.750000	1	Reuters	"The Nigerian military continued its pursuit of suspected rebels in the Southern Delta, targeting MEND and NDLF forces. "	0
475	2788NIG           	47979	03 December 2010	3	12	2010	1	Violence against civilians	Muslim Militia (Nigeria)		4	Civilians (Nigeria)	Christian Group (Nigeria)	7	47	Nigeria	Plateau	Jos North		Jos	9.916670	8.900000	1	Reuters	"Attackers shot and stabbed to death seven people in a village in central Nigeria, in an apparent reprisal for the killing of a Muslim herder the previous month. The attack on the Christian village of Nwachukwu, close to the city of Jos, took place in the early hours of the morning. Among the seven victims there were two men, while the remaining five were women and children."	7
475	2790NIG           	47994	04 December 2010	4	12	2010	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Suspected members of an Islamist sect behind an armed uprising last year in northern Nigeria engaged in a shootout with soldiers.	0
475	2789NIG           	47993	04 December 2010	4	12	2010	1	Battle-No change of territory	Military Forces of Nigeria (2007-2010)		1	Boko Haram		3	13	Nigeria	Borno	Maidugur		Maiduguri	11.845000	13.160000	1	Agence France Presse	Suspected members of an Islamist sect behind an armed uprising last year in northern Nigeria engaged in a shootout with soldiers. Three local residents were killed and six others wounded when caught in the crossfire. 	3
